"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"290",2017-11-09,"AA",2626,10721,13930,41,2018-11-12 17:20:00,2018-11-12 17:21:00,2018-11-12 19:29:00,2018-11-12 19:45:00,0,NA,867,"Thursday",60,960
"291",2017-12-15,"OO",5840,13930,15096,22,2018-11-12 13:45:00,2018-11-12 13:46:00,2018-11-12 16:39:00,2018-11-12 16:33:00,0,NA,607,"Friday",60,-360
"292",2017-10-28,"UA",2081,14771,14893,91,2018-11-12 22:35:00,2018-11-12 22:26:00,2018-11-12 23:26:00,2018-11-12 23:00:00,0,NA,86,"Saturday",-540,-1560
"293",2017-12-20,"WN",662,14107,12889,85,2018-11-12 14:25:00,2018-11-12 14:35:00,2018-11-12 14:30:00,2018-11-12 14:52:00,0,NA,255,"Wednesday",600,1320
"294",2017-11-16,"EV",4345,12266,11996,37,2018-11-12 11:54:00,2018-11-12 11:47:00,2018-11-12 15:12:00,2018-11-12 14:55:00,0,NA,837,"Thursday",-420,-1020
"295",2017-12-05,"AA",2201,13930,15016,64,2018-11-12 21:50:00,2018-11-12 21:47:00,2018-11-12 22:56:00,2018-11-12 22:50:00,0,NA,258,"Tuesday",-180,-360
"296",2017-11-30,"DL",2620,10397,14869,87,2018-11-12 08:10:00,2018-11-12 08:06:00,2018-11-12 10:30:00,2018-11-12 10:32:00,0,NA,1590,"Thursday",-240,120
"297",2017-11-05,"DL",2243,14869,11292,82,2018-11-12 13:55:00,2018-11-12 13:51:00,2018-11-12 15:25:00,2018-11-12 15:13:00,0,NA,391,"Sunday",-240,-720
"298",2017-10-26,"WN",1335,12954,13796,91,2018-11-12 10:30:00,2018-11-12 10:26:00,2018-11-12 11:50:00,2018-11-12 11:29:00,0,NA,353,"Thursday",-240,-1260
"299",2017-11-19,"AA",2121,12953,10721,13,2018-11-12 10:00:00,2018-11-12 09:56:00,2018-11-12 11:18:00,2018-11-12 10:52:00,0,NA,184,"Sunday",-240,-1560
"300",2017-12-04,"AA",2309,13487,14107,81,2018-11-12 17:45:00,2018-11-12 17:42:00,2018-11-12 20:23:00,2018-11-12 20:35:00,0,NA,1276,"Monday",-180,720
"301",2017-11-24,"WN",1465,13198,11259,74,2018-11-12 20:15:00,2018-11-12 20:10:00,2018-11-12 21:45:00,2018-11-12 21:32:00,0,NA,460,"Friday",-300,-780
"302",2017-11-10,"NK",1025,10721,10821,35,2018-11-12 07:05:00,2018-11-12 06:59:00,2018-11-12 08:40:00,2018-11-12 08:28:00,0,NA,369,"Friday",-360,-720
"303",2017-12-29,"AA",87,13930,14057,92,2018-11-12 17:10:00,2018-11-12 17:27:00,2018-11-12 19:45:00,2018-11-12 20:47:00,0,NA,1739,"Friday",1020,3720
"304",2017-10-31,"DL",1826,11433,11298,74,2018-11-12 20:15:00,2018-11-12 20:15:00,2018-11-12 22:20:00,2018-11-12 22:05:00,0,NA,986,"Tuesday",0,-900
"305",2017-12-02,"DL",2813,13204,10397,34,2018-11-12 07:50:00,2018-11-12 07:55:00,2018-11-12 09:27:00,2018-11-12 09:30:00,0,NA,404,"Saturday",300,180
"306",2017-11-01,"VX",1932,14771,12892,91,2018-11-12 16:30:00,2018-11-12 16:20:00,2018-11-12 17:56:00,2018-11-12 17:44:00,0,NA,337,"Wednesday",-600,-720
"307",2017-11-17,"DL",499,12478,14747,93,2018-11-12 11:15:00,2018-11-12 11:11:00,2018-11-12 14:29:00,2018-11-12 14:16:00,0,NA,2422,"Friday",-240,-780
"308",2017-11-11,"UA",1274,13487,11292,82,2018-11-12 08:48:00,2018-11-12 08:41:00,2018-11-12 10:08:00,2018-11-12 10:22:00,0,NA,680,"Saturday",-420,840
"309",2017-10-10,"AA",1079,11278,13930,41,2018-11-12 17:40:00,2018-11-12 17:39:00,2018-11-12 18:56:00,2018-11-12 19:28:00,0,NA,612,"Tuesday",-60,1920
"310",2017-12-08,"OO",4770,12945,11433,43,2018-11-12 09:22:00,2018-11-12 09:19:00,2018-11-12 10:49:00,2018-11-12 10:36:00,0,NA,296,"Friday",-180,-780
"311",2017-10-25,"WN",101,10140,11259,74,2018-11-12 05:30:00,2018-11-12 05:26:00,2018-11-12 08:10:00,2018-11-12 07:57:00,0,NA,580,"Wednesday",-240,-780
"312",2017-11-17,"NK",801,13204,14843,3,2018-11-12 12:45:00,2018-11-12 12:44:00,2018-11-12 16:26:00,2018-11-12 16:23:00,0,NA,1189,"Friday",-60,-180
"313",2017-10-06,"NK",959,10529,13204,33,2018-11-12 06:10:00,2018-11-12 06:02:00,2018-11-12 09:04:00,2018-11-12 09:15:00,0,NA,1050,"Friday",-480,660
"314",2017-10-16,"DL",2031,14027,10397,34,2018-11-12 07:00:00,2018-11-12 06:57:00,2018-11-12 08:42:00,2018-11-12 08:42:00,0,NA,545,"Monday",-180,0
"315",2017-12-07,"AA",1153,12478,11057,36,2018-11-12 08:28:00,2018-11-12 08:23:00,2018-11-12 10:42:00,2018-11-12 10:43:00,0,NA,541,"Thursday",-300,60
"316",2017-12-10,"OO",5426,14570,12892,91,2018-11-12 19:20:00,2018-11-12 19:12:00,2018-11-12 21:05:00,2018-11-12 21:22:00,0,NA,391,"Sunday",-480,1020
"317",2017-10-20,"EV",4254,11278,11618,21,2018-11-12 18:15:00,2018-11-12 19:20:00,2018-11-12 19:36:00,2018-11-12 21:03:00,0,NA,199,"Friday",3900,5220
"318",2017-10-17,"UA",525,12264,14771,91,2018-11-12 12:32:00,2018-11-12 12:50:00,2018-11-12 15:24:00,2018-11-12 15:09:00,0,NA,2419,"Tuesday",1080,-900
"319",2017-11-10,"WN",990,13232,10721,13,2018-11-12 18:45:00,2018-11-12 18:56:00,2018-11-12 21:55:00,2018-11-12 21:58:00,0,NA,861,"Friday",660,180
"320",2017-10-10,"AA",1146,12889,11298,74,2018-11-12 06:30:00,2018-11-12 06:21:00,2018-11-12 11:13:00,2018-11-12 11:06:00,0,NA,1055,"Tuesday",-540,-420
"321",2017-12-06,"HA",314,12982,12173,2,2018-11-12 18:43:00,2018-11-12 18:43:00,2018-11-12 19:18:00,2018-11-12 19:17:00,0,NA,102,"Wednesday",0,-60
"322",2017-10-23,"UA",2002,12264,15304,33,2018-11-12 08:40:00,2018-11-12 08:38:00,2018-11-12 10:58:00,2018-11-12 10:45:00,0,NA,811,"Monday",-120,-780
"323",2017-12-23,"B6",1162,15304,12478,22,2018-11-12 14:41:00,2018-11-12 14:37:00,2018-11-12 17:17:00,2018-11-12 17:23:00,0,NA,1005,"Saturday",-240,360
"324",2017-12-13,"WN",5517,13158,11259,74,2018-11-12 19:20:00,2018-11-12 19:16:00,2018-11-12 20:30:00,2018-11-12 20:21:00,0,NA,319,"Wednesday",-240,-540
"325",2017-10-20,"WN",939,10821,13198,64,2018-11-12 08:25:00,2018-11-12 08:25:00,2018-11-12 10:15:00,2018-11-12 09:56:00,0,NA,967,"Friday",0,-1140
"326",2017-12-31,"WN",3012,12191,10397,34,2018-11-12 20:10:00,2018-11-12 20:27:00,2018-11-12 23:10:00,2018-11-12 23:05:00,0,NA,696,"Sunday",1020,-300
"327",2017-12-15,"WN",212,14027,10397,34,2018-11-12 12:55:00,2018-11-12 12:59:00,2018-11-12 14:40:00,2018-11-12 14:36:00,0,NA,545,"Friday",240,-240
"328",2017-11-03,"OO",4551,14489,14869,87,2018-11-12 06:20:00,2018-11-12 06:12:00,2018-11-12 09:00:00,2018-11-12 08:46:00,0,NA,525,"Friday",-480,-840
"329",2017-11-13,"UA",694,11618,14869,87,2018-11-12 18:22:00,2018-11-12 18:12:00,2018-11-12 22:12:00,2018-11-12 21:48:00,0,NA,1969,"Monday",-600,-1440
"330",2017-11-29,"AS",99,14747,10299,1,2018-11-12 19:45:00,2018-11-12 19:45:00,2018-11-12 22:36:00,2018-11-12 22:12:00,0,NA,1448,"Wednesday",0,-1440
"331",2017-11-21,"DL",805,11433,14492,36,2018-11-12 20:48:00,2018-11-12 20:47:00,2018-11-12 22:33:00,2018-11-12 22:22:00,0,NA,501,"Tuesday",-60,-660
"332",2017-10-11,"DL",1961,14524,10397,34,2018-11-12 07:10:00,2018-11-12 07:03:00,2018-11-12 08:52:00,2018-11-12 09:03:00,0,NA,481,"Wednesday",-420,660
"333",2017-12-03,"AS",120,14747,14679,91,2018-11-12 05:50:00,2018-11-12 05:52:00,2018-11-12 08:40:00,2018-11-12 08:36:00,0,NA,1050,"Sunday",120,-240
"334",2017-11-06,"UA",573,12889,11292,82,2018-11-12 06:04:00,2018-11-12 06:03:00,2018-11-12 08:58:00,2018-11-12 08:47:00,0,NA,628,"Monday",-60,-660
"335",2017-12-08,"WN",1698,11292,14831,91,2018-11-12 17:25:00,2018-11-12 18:20:00,2018-11-12 19:05:00,2018-11-12 19:57:00,0,NA,948,"Friday",3300,3120
"336",2017-10-06,"OO",4843,14869,14262,91,2018-11-12 11:16:00,2018-11-12 11:10:00,2018-11-12 12:07:00,2018-11-12 11:57:00,0,NA,541,"Friday",-360,-600
"337",2017-11-09,"VX",1204,14771,13930,41,2018-11-12 12:00:00,2018-11-12 13:05:00,2018-11-12 18:19:00,2018-11-12 19:13:00,0,NA,1846,"Thursday",3900,3240
"338",2017-11-19,"B6",612,14635,11618,21,2018-11-12 13:18:00,2018-11-12 14:45:00,2018-11-12 16:10:00,2018-11-12 17:35:00,0,NA,1068,"Sunday",5220,5100
"339",2017-11-18,"AA",1944,14307,14100,23,2018-11-12 06:00:00,2018-11-12 05:54:00,2018-11-12 07:23:00,2018-11-12 06:56:00,0,NA,237,"Saturday",-360,-1620
"340",2017-11-29,"F9",681,11292,14057,92,2018-11-12 11:45:00,2018-11-12 11:45:00,2018-11-12 13:38:00,2018-11-12 13:29:00,0,NA,991,"Wednesday",0,-540
"341",2017-10-02,"NK",551,10874,12889,85,2018-11-12 18:15:00,2018-11-12 17:57:00,2018-11-12 19:53:00,2018-11-12 19:33:00,0,NA,1846,"Monday",-1080,-1200
"342",2017-11-30,"AA",2010,11057,10994,37,2018-11-12 11:15:00,2018-11-12 11:10:00,2018-11-12 12:14:00,2018-11-12 12:00:00,0,NA,168,"Thursday",-300,-840
"343",2017-11-16,"UA",2429,11618,11292,82,2018-11-12 15:15:00,2018-11-12 15:10:00,2018-11-12 17:46:00,2018-11-12 17:34:00,0,NA,1605,"Thursday",-300,-720
"344",2017-10-28,"OO",5591,14252,11292,82,2018-11-12 05:35:00,2018-11-12 05:34:00,2018-11-12 09:03:00,2018-11-12 08:49:00,0,NA,852,"Saturday",-60,-840
"345",2017-12-26,"UA",2416,13930,11042,44,2018-11-12 20:59:00,2018-11-12 20:57:00,2018-11-12 23:11:00,2018-11-12 22:54:00,0,NA,316,"Tuesday",-120,-1020
"346",2017-12-30,"DL",1254,10721,13204,33,2018-11-12 20:04:00,2018-11-12 20:29:00,2018-11-12 23:32:00,2018-11-12 00:25:00,0,NA,1121,"Saturday",1500,-83220
"347",2017-11-26,"AS",659,14107,14057,92,2018-11-12 13:44:00,2018-11-12 13:39:00,2018-11-12 15:32:00,2018-11-12 15:13:00,0,NA,1009,"Sunday",-300,-1140
"348",2017-12-04,"VX",1974,14771,12892,91,2018-11-12 21:20:00,2018-11-12 21:14:00,2018-11-12 22:45:00,2018-11-12 22:50:00,0,NA,337,"Monday",-360,300
"349",2017-10-27,"UA",639,14771,13930,41,2018-11-12 08:30:00,2018-11-12 08:24:00,2018-11-12 14:44:00,2018-11-12 14:47:00,0,NA,1846,"Friday",-360,180
"350",2017-12-16,"AS",347,12266,14747,93,2018-11-12 06:05:00,2018-11-12 07:23:00,2018-11-12 09:05:00,2018-11-12 09:59:00,0,NA,1874,"Saturday",4680,3240
"351",2017-12-24,"WN",4117,10397,15304,33,2018-11-12 14:00:00,2018-11-12 14:06:00,2018-11-12 15:25:00,2018-11-12 15:26:00,0,NA,406,"Sunday",360,60
"352",2017-11-14,"UA",1963,12266,11292,82,2018-11-12 21:51:00,2018-11-12 21:45:00,2018-11-12 23:24:00,2018-11-12 23:07:00,0,NA,862,"Tuesday",-360,-1020
"353",2017-11-15,"WN",1706,14107,11433,43,2018-11-12 11:30:00,2018-11-12 11:39:00,2018-11-12 17:15:00,2018-11-12 17:20:00,0,NA,1671,"Wednesday",540,300
"354",2017-11-15,"EV",4065,13930,14108,41,2018-11-12 21:20:00,2018-11-12 21:16:00,2018-11-12 22:15:00,2018-11-12 22:09:00,0,NA,130,"Wednesday",-240,-360
"355",2017-12-05,"UA",209,14771,14747,93,2018-11-12 10:55:00,2018-11-12 10:54:00,2018-11-12 13:09:00,2018-11-12 13:06:00,0,NA,679,"Tuesday",-60,-180
"356",2017-12-14,"VX",1180,14771,11618,21,2018-11-12 09:40:00,2018-11-12 10:37:00,2018-11-12 18:00:00,2018-11-12 18:56:00,0,NA,2565,"Thursday",3420,3360
"357",2017-11-08,"DL",326,11433,13495,72,2018-11-12 20:40:00,2018-11-12 20:42:00,2018-11-12 22:23:00,2018-11-12 22:25:00,0,NA,926,"Wednesday",120,120
"358",2017-10-29,"OO",4829,14869,14893,91,2018-11-12 17:00:00,2018-11-12 17:13:00,2018-11-12 17:56:00,2018-11-12 17:52:00,0,NA,532,"Sunday",780,-240
"359",2017-11-15,"AA",1018,13930,10140,86,2018-11-12 20:20:00,2018-11-12 20:21:00,2018-11-12 22:30:00,2018-11-12 22:18:00,0,NA,1118,"Wednesday",60,-720
"360",2017-10-12,"WN",1012,10599,10821,35,2018-11-12 07:10:00,2018-11-12 07:09:00,2018-11-12 10:05:00,2018-11-12 10:02:00,0,NA,682,"Thursday",-60,-180
"361",2017-10-09,"AA",1888,14100,15016,64,2018-11-12 13:25:00,2018-11-12 13:56:00,2018-11-12 14:50:00,2018-11-12 15:11:00,0,NA,814,"Monday",1860,1260
"362",2017-11-27,"DL",1710,10397,11298,74,2018-11-12 10:08:00,2018-11-12 10:05:00,2018-11-12 11:40:00,2018-11-12 11:14:00,0,NA,731,"Monday",-180,-1560
"363",2017-11-27,"AA",2415,14843,13303,33,2018-11-12 11:55:00,2018-11-12 11:48:00,2018-11-12 13:47:00,2018-11-12 13:32:00,0,NA,1045,"Monday",-420,-900
"364",2017-10-20,"DL",2343,11618,10397,34,2018-11-12 10:50:00,2018-11-12 10:54:00,2018-11-12 13:12:00,2018-11-12 13:11:00,0,NA,746,"Friday",240,-60
"365",2017-12-10,"AS",728,14747,10994,37,2018-11-12 07:45:00,2018-11-12 07:40:00,2018-11-12 16:00:00,2018-11-12 15:49:00,0,NA,2415,"Sunday",-300,-660
"366",2017-11-16,"WN",1762,14107,14679,91,2018-11-12 15:30:00,2018-11-12 15:45:00,2018-11-12 15:40:00,2018-11-12 15:45:00,0,NA,304,"Thursday",900,300
"367",2017-10-05,"AA",2502,11298,14908,91,2018-11-12 16:55:00,2018-11-12 16:53:00,2018-11-12 18:04:00,2018-11-12 18:02:00,0,NA,1205,"Thursday",-120,-120
"368",2017-12-14,"DL",1526,13204,12953,22,2018-11-12 08:45:00,2018-11-12 10:06:00,2018-11-12 11:21:00,2018-11-12 12:53:00,0,NA,950,"Thursday",4860,5520
"369",2017-11-15,"AA",547,14107,14869,87,2018-11-12 21:18:00,2018-11-12 21:11:00,2018-11-12 22:59:00,2018-11-12 22:42:00,0,NA,507,"Wednesday",-420,-1020
"370",2017-11-19,"WN",3079,14679,15376,81,2018-11-12 21:35:00,2018-11-12 22:29:00,2018-11-12 23:45:00,2018-11-12 00:39:00,0,NA,368,"Sunday",3240,-83160
"371",2017-12-16,"F9",193,10423,11292,82,2018-11-12 11:58:00,2018-11-12 12:08:00,2018-11-12 13:17:00,2018-11-12 13:07:00,0,NA,775,"Saturday",600,-600
"372",2017-11-10,"AA",1807,11057,14027,33,2018-11-12 13:00:00,2018-11-12 12:59:00,2018-11-12 14:49:00,2018-11-12 14:52:00,0,NA,590,"Friday",-60,180
"373",2017-11-04,"OO",5811,13264,14771,91,2018-11-12 17:50:00,2018-11-12 17:44:00,2018-11-12 19:14:00,2018-11-12 18:59:00,0,NA,329,"Saturday",-360,-900
"374",2017-11-23,"WN",2716,15016,10397,34,2018-11-12 10:15:00,2018-11-12 10:13:00,2018-11-12 12:45:00,2018-11-12 12:35:00,0,NA,484,"Thursday",-120,-600
"375",2017-12-05,"UA",1972,12264,11618,21,2018-11-12 17:17:00,2018-11-12 17:31:00,2018-11-12 18:52:00,2018-11-12 19:21:00,0,NA,212,"Tuesday",840,1740
"376",2017-11-04,"WN",1332,14492,14107,81,2018-11-12 06:10:00,2018-11-12 06:04:00,2018-11-12 07:55:00,2018-11-12 08:04:00,0,NA,1891,"Saturday",-360,540
"377",2017-11-11,"AS",895,14679,12173,2,2018-11-12 10:35:00,2018-11-12 10:32:00,2018-11-12 14:50:00,2018-11-12 14:42:00,0,NA,2614,"Saturday",-180,-480
"378",2017-10-20,"WN",1768,14908,13796,91,2018-11-12 06:45:00,2018-11-12 06:38:00,2018-11-12 08:25:00,2018-11-12 08:13:00,0,NA,371,"Friday",-420,-720
"379",2017-11-03,"OO",4487,14869,10713,83,2018-11-12 08:30:00,2018-11-12 08:32:00,2018-11-12 09:48:00,2018-11-12 09:45:00,0,NA,290,"Friday",120,-180
"380",2017-10-24,"UA",1163,13204,11618,21,2018-11-12 14:27:00,2018-11-12 17:24:00,2018-11-12 17:06:00,2018-11-12 19:55:00,0,NA,937,"Tuesday",10620,10140
"381",2017-11-10,"OO",4526,13487,12278,62,2018-11-12 20:35:00,2018-11-12 20:35:00,2018-11-12 22:31:00,2018-11-12 22:43:00,0,NA,545,"Friday",0,720
"382",2017-10-21,"AS",10,14747,13204,33,2018-11-12 21:20:00,2018-11-12 21:36:00,2018-11-12 05:41:00,2018-11-12 06:06:00,0,NA,2554,"Saturday",960,1500
"383",2017-12-02,"AA",2396,11298,13871,65,2018-11-12 18:50:00,2018-11-12 18:43:00,2018-11-12 20:38:00,2018-11-12 20:44:00,0,NA,583,"Saturday",-420,360
"384",2017-12-18,"AS",466,14747,12892,91,2018-11-12 07:05:00,2018-11-12 07:50:00,2018-11-12 10:00:00,2018-11-12 10:37:00,0,NA,954,"Monday",2700,2220
"385",2017-11-14,"UA",410,11292,10397,34,2018-11-12 10:13:00,2018-11-12 10:11:00,2018-11-12 15:08:00,2018-11-12 14:54:00,0,NA,1199,"Tuesday",-120,-840
"386",2017-11-09,"WN",172,11259,10397,34,2018-11-12 07:00:00,2018-11-12 07:08:00,2018-11-12 10:00:00,2018-11-12 10:16:00,0,NA,721,"Thursday",480,960
"387",2017-10-19,"AA",477,14107,10423,74,2018-11-12 18:43:00,2018-11-12 18:45:00,2018-11-12 22:57:00,2018-11-12 23:08:00,0,NA,872,"Thursday",120,660
"388",2017-12-17,"NK",728,15304,13930,41,2018-11-12 12:30:00,2018-11-12 12:21:00,2018-11-12 14:23:00,2018-11-12 14:02:00,0,NA,1012,"Sunday",-540,-1260
"389",2017-10-17,"WN",894,13487,11292,82,2018-11-12 19:55:00,2018-11-12 19:50:00,2018-11-12 21:05:00,2018-11-12 20:42:00,0,NA,680,"Tuesday",-300,-1380
"390",2017-10-15,"WN",1885,14831,12889,85,2018-11-12 16:30:00,2018-11-12 16:36:00,2018-11-12 17:50:00,2018-11-12 17:51:00,0,NA,386,"Sunday",360,60
"391",2017-12-14,"WN",172,11259,10397,34,2018-11-12 07:00:00,2018-11-12 07:07:00,2018-11-12 10:00:00,2018-11-12 10:16:00,0,NA,721,"Thursday",420,960
"392",2017-11-29,"UA",1712,11618,14908,91,2018-11-12 08:45:00,2018-11-12 08:43:00,2018-11-12 12:04:00,2018-11-12 11:49:00,0,NA,2434,"Wednesday",-120,-900
"393",2017-12-15,"WN",376,11884,10713,83,2018-11-12 05:45:00,2018-11-12 05:41:00,2018-11-12 07:50:00,2018-11-12 07:48:00,0,NA,287,"Friday",-240,-120
"394",2017-12-13,"AA",1886,11057,13495,72,2018-11-12 11:15:00,2018-11-12 11:11:00,2018-11-12 12:17:00,2018-11-12 12:08:00,0,NA,651,"Wednesday",-240,-540
"395",2017-11-09,"WN",127,10257,11697,33,2018-11-12 07:45:00,2018-11-12 07:40:00,2018-11-12 11:00:00,2018-11-12 10:50:00,0,NA,1204,"Thursday",-300,-600
"396",2017-10-27,"UA",430,13495,13930,41,2018-11-12 12:25:00,2018-11-12 12:56:00,2018-11-12 14:59:00,2018-11-12 15:14:00,0,NA,837,"Friday",1860,900
"397",2017-12-19,"UA",1508,14747,11292,82,2018-11-12 05:28:00,2018-11-12 05:25:00,2018-11-12 09:05:00,2018-11-12 08:54:00,0,NA,1024,"Tuesday",-180,-660
"398",2017-11-28,"OO",3558,12156,14869,87,2018-11-12 06:10:00,2018-11-12 06:02:00,2018-11-12 07:53:00,2018-11-12 07:14:00,0,NA,402,"Tuesday",-480,-2340
"399",2017-10-07,"WN",2897,13244,10821,35,2018-11-12 12:35:00,2018-11-12 12:36:00,2018-11-12 15:40:00,2018-11-12 15:36:00,0,NA,787,"Saturday",60,-240
"400",2017-12-08,"AA",1911,11298,14100,23,2018-11-12 09:00:00,2018-11-12 09:01:00,2018-11-12 13:09:00,2018-11-12 12:51:00,0,NA,1303,"Friday",60,-1080
"401",2017-11-01,"DL",861,14635,10397,34,2018-11-12 15:28:00,2018-11-12 15:26:00,2018-11-12 17:10:00,2018-11-12 17:13:00,0,NA,515,"Wednesday",-120,180
"402",2017-11-19,"UA",2407,14685,11618,21,2018-11-12 05:58:00,2018-11-12 06:01:00,2018-11-12 08:12:00,2018-11-12 07:48:00,0,NA,708,"Sunday",180,-1440
"403",2017-10-18,"EV",5268,11986,12953,22,2018-11-12 06:00:00,2018-11-12 05:55:00,2018-11-12 07:53:00,2018-11-12 07:47:00,0,NA,618,"Wednesday",-300,-360
"404",2017-12-25,"OO",7360,14869,13127,83,2018-11-12 11:00:00,2018-11-12 11:31:00,2018-11-12 11:58:00,2018-11-12 12:15:00,0,NA,461,"Monday",1860,1020
"405",2017-10-03,"AA",581,14107,11057,36,2018-11-12 06:30:00,2018-11-12 06:25:00,2018-11-12 13:31:00,2018-11-12 13:14:00,0,NA,1773,"Tuesday",-300,-1020
"406",2017-11-03,"DL",1504,13198,13487,63,2018-11-12 06:53:00,2018-11-12 06:49:00,2018-11-12 08:15:00,2018-11-12 08:02:00,0,NA,393,"Friday",-240,-780
"407",2017-12-11,"UA",684,12266,14908,91,2018-11-12 18:10:00,2018-11-12 18:05:00,2018-11-12 19:49:00,2018-11-12 19:35:00,0,NA,1346,"Monday",-300,-840
"408",2017-12-22,"AA",1167,14771,11298,74,2018-11-12 07:00:00,2018-11-12 06:55:00,2018-11-12 12:31:00,2018-11-12 12:26:00,0,NA,1464,"Friday",-300,-300
"409",2017-11-24,"OO",5001,11076,13930,41,2018-11-12 13:05:00,2018-11-12 12:51:00,2018-11-12 13:45:00,2018-11-12 13:05:00,0,NA,359,"Friday",-840,-2400
"410",2017-12-13,"WN",533,13204,12339,42,2018-11-12 13:15:00,2018-11-12 13:23:00,2018-11-12 15:40:00,2018-11-12 15:42:00,0,NA,829,"Wednesday",480,120
"411",2017-11-12,"WN",4788,12889,14122,23,2018-11-12 08:50:00,2018-11-12 08:46:00,2018-11-12 15:50:00,2018-11-12 15:27:00,0,NA,1910,"Sunday",-240,-1380
"412",2017-12-12,"DL",1511,11433,11292,82,2018-11-12 08:39:00,2018-11-12 09:06:00,2018-11-12 10:11:00,2018-11-12 10:28:00,0,NA,1123,"Tuesday",1620,1020
"413",2017-10-07,"WN",5814,11259,10279,74,2018-11-12 20:05:00,2018-11-12 20:03:00,2018-11-12 21:15:00,2018-11-12 21:02:00,0,NA,323,"Saturday",-120,-780
"414",2017-11-27,"DL",2315,11193,10397,34,2018-11-12 07:10:00,2018-11-12 07:09:00,2018-11-12 08:56:00,2018-11-12 08:28:00,0,NA,373,"Monday",-60,-1680
"415",2017-12-13,"AA",1894,13930,14100,23,2018-11-12 08:40:00,2018-11-12 08:34:00,2018-11-12 11:37:00,2018-11-12 11:15:00,0,NA,678,"Wednesday",-360,-1320
"416",2017-10-01,"UA",1840,12264,14492,36,2018-11-12 17:20:00,2018-11-12 17:22:00,2018-11-12 18:33:00,2018-11-12 18:44:00,0,NA,224,"Sunday",120,660
"417",2017-12-15,"OO",4924,10397,14814,72,2018-11-12 19:30:00,2018-11-12 19:28:00,2018-11-12 20:30:00,2018-11-12 20:47:00,0,NA,551,"Friday",-120,1020
"418",2017-12-21,"DL",1175,11292,13487,63,2018-11-12 09:02:00,2018-11-12 09:05:00,2018-11-12 12:15:00,2018-11-12 12:28:00,0,NA,680,"Thursday",180,780
"419",2017-12-11,"WN",1613,14100,15304,33,2018-11-12 13:05:00,2018-11-12 14:08:00,2018-11-12 15:45:00,2018-11-12 16:38:00,0,NA,920,"Monday",3780,3180
"420",2017-10-18,"WN",104,10821,12451,33,2018-11-12 09:00:00,2018-11-12 08:59:00,2018-11-12 11:10:00,2018-11-12 10:53:00,0,NA,663,"Wednesday",-60,-1020
"421",2017-11-07,"OO",5186,13487,12892,91,2018-11-12 15:30:00,2018-11-12 15:30:00,2018-11-12 18:11:00,2018-11-12 17:19:00,0,NA,1535,"Tuesday",0,-3120
"422",2017-12-09,"F9",1635,13204,13342,45,2018-11-12 12:25:00,2018-11-12 12:47:00,2018-11-12 14:20:00,2018-11-12 14:16:00,0,NA,1066,"Saturday",1320,-240
"423",2017-11-01,"HA",308,12173,12758,2,2018-11-12 19:00:00,2018-11-12 18:59:00,2018-11-12 19:46:00,2018-11-12 19:46:00,0,NA,163,"Wednesday",-60,0
"424",2017-12-25,"DL",160,14107,13487,63,2018-11-12 10:00:00,2018-11-12 09:55:00,2018-11-12 14:19:00,2018-11-12 13:53:00,0,NA,1276,"Monday",-300,-1560
"425",2017-11-04,"UA",1246,14893,12266,74,2018-11-12 05:30:00,2018-11-12 05:28:00,2018-11-12 11:09:00,2018-11-12 11:00:00,0,NA,1609,"Saturday",-120,-540
"426",2017-10-31,"AA",164,12892,12478,22,2018-11-12 15:15:00,2018-11-12 15:12:00,2018-11-12 23:44:00,2018-11-12 23:26:00,0,NA,2475,"Tuesday",-180,-1080
"427",2017-11-06,"DL",2517,11433,13204,33,2018-11-12 12:36:00,2018-11-12 12:41:00,2018-11-12 15:17:00,2018-11-12 15:07:00,0,NA,957,"Monday",300,-600
"428",2017-11-14,"AA",404,11057,11298,74,2018-11-12 07:30:00,2018-11-12 07:30:00,2018-11-12 09:33:00,2018-11-12 09:27:00,0,NA,936,"Tuesday",0,-360
"429",2017-11-06,"OO",3132,14794,14107,81,2018-11-12 07:45:00,2018-11-12 07:37:00,2018-11-12 09:05:00,2018-11-12 08:45:00,0,NA,262,"Monday",-480,-1200
"430",2017-11-17,"UA",584,12892,12264,38,2018-11-12 22:40:00,2018-11-12 22:43:00,2018-11-12 06:31:00,2018-11-12 06:03:00,0,NA,2288,"Friday",180,-1680
"431",2017-12-03,"WN",3572,11292,12892,91,2018-11-12 12:20:00,2018-11-12 12:23:00,2018-11-12 13:55:00,2018-11-12 13:55:00,0,NA,862,"Sunday",180,0
"432",2017-10-02,"UA",942,13930,13198,64,2018-11-12 17:46:00,2018-11-12 17:43:00,2018-11-12 19:25:00,2018-11-12 19:05:00,0,NA,403,"Monday",-180,-1200
"433",2017-10-04,"OO",4448,11042,13487,63,2018-11-12 09:30:00,2018-11-12 14:34:00,2018-11-12 10:32:00,2018-11-12 15:32:00,0,NA,622,"Wednesday",18240,18000
"434",2017-12-03,"AA",876,14107,11298,74,2018-11-12 08:25:00,2018-11-12 08:20:00,2018-11-12 11:51:00,2018-11-12 11:31:00,0,NA,868,"Sunday",-300,-1200
